":START_ID",":END_ID","relation",":TYPE"
"Phil pointed out that the action list is probably the most important part of all of this.","7a31920986d7dace56c96f75f2318cc2c10bff52e2164b7d15c0611d43a9a625","has_concept","Concept"
"Phil pointed out that the action list is probably the most important part of all of this.","4f66e9989a536412978c1ac7f402b22bc87c717969aa896f23713be93024762a","has_concept","Concept"
"Phil pointed out that the action list is probably the most important part of all of this.","66218a5045b1d57568fd6b4c63533f8ff3c33e5172b1eedd59942caa49fc3119","has_concept","Concept"
"Phil pointed out that the action list is probably the most important part of all of this.","0ee5192cb2644cb6c4ce0a98ed1b96ecc0090ef4b6ff6f2082f010a7c57adc1e","has_concept","Concept"
"The participants discussed the QC groups.","86b538fb342c141d2381b789d35842de1bb5a5d4fbc1c8e0c4b5266fee5858f6","has_concept","Concept"
"The participants discussed the QC groups.","b886c9fa9efe719d355df6639f7538f6428438cb27ae9084e2e0c210b8b4e1d9","has_concept","Concept"
"The participants discussed the QC groups.","ae56664ec0435b8776dd5242b1deaaeb45a746be13cb38f63b07792c2a7af24a","has_concept","Concept"
"The participants discussed the QC groups.","117445d535fba768094091aa34514304f539f5927c3e275e5bfbeaf0ea79111c","has_concept","Concept"
"The participants discussed the QC groups.","4571faab4338f717501abab5c86b6ffd73a9e1f665840a342d58e8dbdeb2ac95","has_concept","Concept"
"Tony suggested adding a hybrid/module assembly group to the list.","cc324bf5d69ff2286c0a48a30daa07fcfc8e397a33fa663e416fdb11cc56fe16","has_concept","Concept"
"Tony suggested adding a hybrid/module assembly group to the list.","3e8e50b1f8c31b471ca5df9f3f5c041083f85b65bf1dfb84e6b694cca6b173bf","has_concept","Concept"
"Tony suggested adding a hybrid/module assembly group to the list.","71c54d7c653d3aa2d2c9e80b5685d9adf70cd2b2f4192e61ccb19caf483addea","has_concept","Concept"
"Tony suggested adding a hybrid/module assembly group to the list.","d7428cc6df250ced65b1c9ce7fcdc013b1451b9d476e83497b5d1e422afe85c6","has_concept","Concept"
"Tony suggested adding a hybrid/module assembly group to the list.","aa4a00fab8b1ca04fba070adfdb046f980e9808b9a84393fdde781794b2b9d07","has_concept","Concept"
"Craig agreed to add this to the list in 3 months or so.","d6b8a83af9cacee93518f1145d114b9bf34349cef410867ad11e74bf52e78b76","has_concept","Concept"
"Craig agreed to add this to the list in 3 months or so.","da7de9473012b6d7b993222683fcb51c7b2c8e705f7a94e3b067cb475260718c","has_concept","Concept"
"Craig agreed to add this to the list in 3 months or so.","68d2145843ed145a684d83a736949ffa86b5fec9ed9fcd616131a76a5aac7403","has_concept","Concept"
"Craig agreed to add this to the list in 3 months or so.","34f5ed8070d8e9dde1698898fe92ffd205e7f65485f6170f20769b9d1305ed9f","has_concept","Concept"
"Craig agreed to add this to the list in 3 months or so.","c6e545ee3b0db96732d419b72af00144bec22f0cceacf7e852915d313f8e766a","has_concept","Concept"
"Craig agreed to add the hybrid/module assembly group to the list in 3 months or so.","d6b8a83af9cacee93518f1145d114b9bf34349cef410867ad11e74bf52e78b76","has_concept","Concept"
"Craig agreed to add the hybrid/module assembly group to the list in 3 months or so.","da7de9473012b6d7b993222683fcb51c7b2c8e705f7a94e3b067cb475260718c","has_concept","Concept"
"Craig agreed to add the hybrid/module assembly group to the list in 3 months or so.","68d2145843ed145a684d83a736949ffa86b5fec9ed9fcd616131a76a5aac7403","has_concept","Concept"
"Craig agreed to add the hybrid/module assembly group to the list in 3 months or so.","3e8e50b1f8c31b471ca5df9f3f5c041083f85b65bf1dfb84e6b694cca6b173bf","has_concept","Concept"
"Craig agreed to add the hybrid/module assembly group to the list in 3 months or so.","83b9926bfa7c138f5d98b35987c9e2f446354b031938a1500dbd5a3e59b05a43","has_concept","Concept"
"They discussed the powerboard mass tester, module thermal cycling setup, and hybrid crate setup.","b886c9fa9efe719d355df6639f7538f6428438cb27ae9084e2e0c210b8b4e1d9","has_concept","Concept"
"They discussed the powerboard mass tester, module thermal cycling setup, and hybrid crate setup.","86b538fb342c141d2381b789d35842de1bb5a5d4fbc1c8e0c4b5266fee5858f6","has_concept","Concept"
"They discussed the powerboard mass tester, module thermal cycling setup, and hybrid crate setup.","e12913a6dd6692d975fbef7a7146b28e6df35e98f0ecaf4b77196b3ebe39cf3f","has_concept","Concept"
"They discussed the powerboard mass tester, module thermal cycling setup, and hybrid crate setup.","7d3382a4999d702ef57c0d31b96afc55e9c1237e6e08848f0678e553487ae4e7","has_concept","Concept"
"They discussed the powerboard mass tester, module thermal cycling setup, and hybrid crate setup.","7e772fb4cc2293e794250fd95ecdb8dbadd88eb01387e73e14f08bbac678a81b","has_concept","Concept"
"Ash reported on the hybrid crate status.","17da04534e8f63b64ad9f484b38d2a9cd9bc8a6c8e90bd78957c999c6370bff1","has_concept","Concept"
"Ash reported on the hybrid crate status.","f9238a9a4787bd27d643a6dee5dd6453ab2c4ee16b2b5fa0482262f79de0bef5","has_concept","Concept"
"Ash reported on the hybrid crate status.","05993b70fb3cfe8764221b15f8aaa151022da09204d138ef3928275c2bc795f8","has_concept","Concept"
"Ash reported on the hybrid crate status.","60be31412c03a2420cab0d6fe755dc2139d85c90e9a4ef7892151daa04c06292","has_concept","Concept"
"Ash reported on the hybrid crate status.","ecd4a5995bbbe3fe57891602886d206bcb08887367ca340f9f2843fdf5ef127a","has_concept","Concept"
"Craig suggested doing the same on FMC-DP.","cc324bf5d69ff2286c0a48a30daa07fcfc8e397a33fa663e416fdb11cc56fe16","has_concept","Concept"
"Craig suggested doing the same on FMC-DP.","aa4a00fab8b1ca04fba070adfdb046f980e9808b9a84393fdde781794b2b9d07","has_concept","Concept"
"Craig suggested doing the same on FMC-DP.","883a98857de6fe4edcff814edeaf3d239ee1a92c5401916544edf500d61c5473","has_concept","Concept"
"Vitaliy pointed out that it would be bit trickier due to output buffers.","772fd6dd669bf17e086fce6d1d7f19b8e52264579e9b06f9f1b1f57e4c95f1c3","has_concept","Concept"
"Vitaliy pointed out that it would be bit trickier due to output buffers.","4472c978559c1799242f7417186be36317ec5200c96516dab742e4fe9c88f25b","has_concept","Concept"
"Vitaliy pointed out that it would be bit trickier due to output buffers.","7a6a3e2984924a54ef13c8e6bd493367d57a683f74b2318df95deaa1bc73468a","has_concept","Concept"
"Vitaliy pointed out that it would be bit trickier due to output buffers.","c42790233f1d0ad8477ed4ce0ef0591f429185491916a2cc0ddf2ff32d9c3313","has_concept","Concept"
"Vitaliy pointed out that it would be bit trickier due to output buffers.","900ca64919b95ec6a83f80b09e9f5f8973f7acbc776a2eb27343d3485d8847da","has_concept","Concept"
"They discussed the possible solutions such as back termination.","80214b7829ebab097b50987b2180f31da9dc852919dc8d683a1c59351f59973c","has_concept","Concept"
"They discussed the possible solutions such as back termination.","69f8174664be1f9577c0238b2932f128fbf6e0909bc945c5b8dc8ad8bfb85e2b","has_concept","Concept"
"They discussed the possible solutions such as back termination.","72a61e7d33d0beebe1fe463fcd5d24f8217f1d0b37c4b303ca30b2100fcb982a","has_concept","Concept"
"They discussed the possible solutions such as back termination.","247182cd8fbc0ce1082fd5eb8db002966a2b4a02955ff2716039f5ea1c8567e1","has_concept","Concept"
"They discussed the possible solutions such as back termination.","d4152451ef2480868b28f99819f0476a9d07a7eb81bf9b7ec2b69f42093e5c31","has_concept","Concept"
"Craig reported on the UV LED driver.","17da04534e8f63b64ad9f484b38d2a9cd9bc8a6c8e90bd78957c999c6370bff1","has_concept","Concept"
"Craig reported on the UV LED driver.","d95bf4470024539f6d91fc38eadfa657d602bbf992a25986f2f9e87d8e056ea8","has_concept","Concept"
"Craig reported on the UV LED driver.","7301badb93d9b543fcf3d03edc74488206bcf0b75415df8e94f373a2e9c6b84b","has_concept","Concept"
"Craig reported on the UV LED driver.","5e26084b84a335ba55fc72dc2551effaa8c212069ea4fa45e79bde8daa3e343c","has_concept","Concept"
"There were no questions.","4f2028f56854987078da3fff713d028f2b20ed7fe1d233f9671689b209e01cbf","has_concept","Concept"
"There were no questions.","c1c09b9d9ae57a9acbb6f6de13ccbebb1d361fa4283fb4d568ffcd44be1e8e89","has_concept","Concept"
"There were no questions.","fad52e2f9c0e1cb2ce57f9cce968b1b416d9c07d6552ad62e2e0d1570cc3b6ae","has_concept","Concept"
"There were no questions.","4492a602321a06fc4a82d9870842e49f3353c37e745b3efab6399a78776e2630","has_concept","Concept"
"There were no questions.","c05751c055caa238cd57846149bef1676feb583b4a22a74cca9cd43eac2aae25","has_concept","Concept"
"Carl reported on the DCDC coil order.","f255ea964b07246f9b4b48f8f730e0145a8eb4d77d264a80d51ee4214551ec10","has_concept","Concept"
"Carl reported on the DCDC coil order.","912d893f3ae1547a25d06b2c256ee2f9532ea25538f36bb5bda620be8c021dc9","has_concept","Concept"
"Carl reported on the DCDC coil order.","972affb50b73af2c6f0e355eabf0d3b0bdbb29d79b5a6f5e7059cca0003b5591","has_concept","Concept"
"Carl reported on the DCDC coil order.","9163193398ad78675b6d7a20f05a5775b2764c10f365b33b69c3760cb9d89930","has_concept","Concept"
"Barrel (Timon) was happy to sign-off.","68e42a0fa446ec464b55d2b0d02ee660cf86aa373e906ea0b69408568f0cc26e","has_concept","Concept"
"Barrel (Timon) was happy to sign-off.","411cdca6eeda9a76eb4421fb27360f801cb7a349e66e327d5c694b6b62c67ba7","has_concept","Concept"
"Barrel (Timon) was happy to sign-off.","3e804b42c06bc8ad22095933e721c07747be8ed6d3f3d80160ca4d304b0e27b1","has_concept","Concept"
"Barrel (Timon) was happy to sign-off.","1bfdc4d23b51f35e10bbfef89a2a2840d70aebe143e0ff2fde28ed350550ade6","has_concept","Concept"
"Barrel (Timon) was happy to sign-off.","6d2d54d9c14c8228e57d0135ad3cda5273636e4f93f9b7b3913b2030be7a8587","has_concept","Concept"
"Tony and Craig agreed that they would need to run it past Uli for BMBF part.","da7de9473012b6d7b993222683fcb51c7b2c8e705f7a94e3b067cb475260718c","has_concept","Concept"
"Tony and Craig agreed that they would need to run it past Uli for BMBF part.","1805a182645cd64ea9a23a57785cbcebd8ea19044cb4bafd83dbdf1f75f58052","has_concept","Concept"
"Tony and Craig agreed that they would need to run it past Uli for BMBF part.","7ce08964d88f37cea7f5604099566ffcb7365a9aed5f3ffddc29e24f789056bf","has_concept","Concept"
"Tony and Craig agreed that they would need to run it past Uli for BMBF part.","4e2c820f3b0100efc6545d4320794bee6f6a743c669974858de4c61547b00d90","has_concept","Concept"
"They also needed to run it past Didier et al.","7ce08964d88f37cea7f5604099566ffcb7365a9aed5f3ffddc29e24f789056bf","has_concept","Concept"
"They also needed to run it past Didier et al.","1805a182645cd64ea9a23a57785cbcebd8ea19044cb4bafd83dbdf1f75f58052","has_concept","Concept"
"They also needed to run it past Didier et al.","5e26084b84a335ba55fc72dc2551effaa8c212069ea4fa45e79bde8daa3e343c","has_concept","Concept"
"They also needed to run it past Didier et al.","e450a8181a9ce750202836779748a30a4c2bbbba507f733e0f77df06cc91b0b7","has_concept","Concept"
"Tony and Craig agreed that they would need to run it past Didier et al.","da7de9473012b6d7b993222683fcb51c7b2c8e705f7a94e3b067cb475260718c","has_concept","Concept"
"Tony and Craig agreed that they would need to run it past Didier et al.","e450a8181a9ce750202836779748a30a4c2bbbba507f733e0f77df06cc91b0b7","has_concept","Concept"
"Tony and Craig agreed that they would need to run it past Didier et al.","1805a182645cd64ea9a23a57785cbcebd8ea19044cb4bafd83dbdf1f75f58052","has_concept","Concept"
"Tony and Craig agreed that they would need to run it past Didier et al.","7ce08964d88f37cea7f5604099566ffcb7365a9aed5f3ffddc29e24f789056bf","has_concept","Concept"
"Tony and Craig agreed that they would need to run it past Didier et al.","86b538fb342c141d2381b789d35842de1bb5a5d4fbc1c8e0c4b5266fee5858f6","has_concept","Concept"
"This could be done along with the passive components.","d7428cc6df250ced65b1c9ce7fcdc013b1451b9d476e83497b5d1e422afe85c6","has_concept","Concept"
"This could be done along with the passive components.","71c54d7c653d3aa2d2c9e80b5685d9adf70cd2b2f4192e61ccb19caf483addea","has_concept","Concept"
"This could be done along with the passive components.","4fe34f3aabcdf34a498b067215736ca86a9e230ab34b2ced2f2ead908ceb9699","has_concept","Concept"
"This could be done along with the passive components.","2669b673a157a8deff9fdd5ddb8eeb98e35d72b8a9c76173adb97235dc250df5","has_concept","Concept"
"Dennis agreed that Timon was happy.","da7de9473012b6d7b993222683fcb51c7b2c8e705f7a94e3b067cb475260718c","has_concept","Concept"
"Dennis agreed that Timon was happy.","57ef728bbac5b820605747351aabb3b0500130767510a0766c53d54567f83c07","has_concept","Concept"
"Dennis agreed that Timon was happy.","e450a8181a9ce750202836779748a30a4c2bbbba507f733e0f77df06cc91b0b7","has_concept","Concept"
"Ulli was also happy.","57ef728bbac5b820605747351aabb3b0500130767510a0766c53d54567f83c07","has_concept","Concept"
"Ulli was also happy.","20a042dc458e41d602d9301757c3530631595dabd4d32f50b5b0c6be4b494f42","has_concept","Concept"
"Ulli was also happy.","6763903581796f0f5b39bf74e91b95882a1cb2eab2a7142c24921c8073c75e1c","has_concept","Concept"
"Craig asked about the QC steps.","23831843a48c63be9f9473d47da0cbcb01715985961899a5715d7095c78f451f","has_concept","Concept"
"Craig asked about the QC steps.","a71f498abff57c92371d6fc2324e7da469beb726ef3addedc2c32c39f6fce794","has_concept","Concept"
"Craig asked about the QC steps.","23831843a48c63be9f9473d47da0cbcb01715985961899a5715d7095c78f451f","has_concept","Concept"
"Craig asked about the QC steps.","28ee5126226295c1218429325cbd4fc30b08ad5619c4483cb73adfbca44f5302","has_concept","Concept"
"Craig asked about the QC steps.","4571faab4338f717501abab5c86b6ffd73a9e1f665840a342d58e8dbdeb2ac95","has_concept","Concept"
"Craig asked about the QC steps.","08e948125e2418bb8a4a782a4b3b7359e84a49b100ebbacddb722c8b131c880d","has_concept","Concept"
"Satish answered that the QC steps would include magnet tests at Yale and irradiation at BNL.","28ee5126226295c1218429325cbd4fc30b08ad5619c4483cb73adfbca44f5302","has_concept","Concept"
"Satish answered that the QC steps would include magnet tests at Yale and irradiation at BNL.","e12913a6dd6692d975fbef7a7146b28e6df35e98f0ecaf4b77196b3ebe39cf3f","has_concept","Concept"
"Satish answered that the QC steps would include magnet tests at Yale and irradiation at BNL.","7ce08964d88f37cea7f5604099566ffcb7365a9aed5f3ffddc29e24f789056bf","has_concept","Concept"
"Satish answered that the QC steps would include magnet tests at Yale and irradiation at BNL.","5daf0bc1ad7c5fa08699ba20e639410cfd3335ef7aa1ff527d6bc01fbd4d2148","has_concept","Concept"
"Satish answered that the QC steps would include magnet tests at Yale and irradiation at BNL.","e208840e4f6f25e9e4e0d772bf6e8bec6105672f374eba9628356d4ada04acb8","has_concept","Concept"
"Carl, Satish, and Timon were tasked with writing a document on the QC steps.","33978b8cd4ea946c230ded7c098b0998f1b30f10120c1de9865300ff5ad82cfb","has_concept","Concept"
"Carl, Satish, and Timon were tasked with writing a document on the QC steps.","fbf12f3908e4cc20411ff1cffbf9e29f2a42a247867d78f333c7f7695674e946","has_concept","Concept"
"Carl, Satish, and Timon were tasked with writing a document on the QC steps.","7ce08964d88f37cea7f5604099566ffcb7365a9aed5f3ffddc29e24f789056bf","has_concept","Concept"
"Carl, Satish, and Timon were tasked with writing a document on the QC steps.","ed1525e4643634690facec469661927dfa2369d5957716107406cef72c676da0","has_concept","Concept"
"Carl, Satish, and Timon were tasked with writing a document on the QC steps.","28ee5126226295c1218429325cbd4fc30b08ad5619c4483cb73adfbca44f5302","has_concept","Concept"
"Tony A was tasked with contacting the review office about coil ordering.","02f22c651735f43276e521314463b2bd8039bab4563aeffd40e5c396f56d2229","has_concept","Concept"
"Tony A was tasked with contacting the review office about coil ordering.","ed1525e4643634690facec469661927dfa2369d5957716107406cef72c676da0","has_concept","Concept"
"Tony A was tasked with contacting the review office about coil ordering.","f0b92eeefbd422b2a946369b5c7436e0978dbc3c836b06549239ccc39550a5bd","has_concept","Concept"
"Tony A was tasked with contacting the review office about coil ordering.","691e6f61244a0e347d8136e2c5db62b87efe015b5e86db467d39b4283b1fa77f","has_concept","Concept"
"Tony A was tasked with contacting the review office about coil ordering.","23831843a48c63be9f9473d47da0cbcb01715985961899a5715d7095c78f451f","has_concept","Concept"
"Craig assigned tasks to the participants.","622ee7edbd215f360ede2f86175e98732bbc7a01e3f6c5ebc643c1de0819e7da","has_concept","Concept"
"Craig assigned tasks to the participants.","a66914c16911e6d992f1f1360deb4ce3f1e41538a92266db38643baa409aa3a8","has_concept","Concept"
"Craig assigned tasks to the participants.","ca6f552b7acfed35cf7da22df4b493783a54b498794b9e45fe76532ac956590c","has_concept","Concept"
"The participants agreed on the tasks and the next steps.","da7de9473012b6d7b993222683fcb51c7b2c8e705f7a94e3b067cb475260718c","has_concept","Concept"
"The participants agreed on the tasks and the next steps.","bea0847ae04c841b4db4aa877fc84c9fd4a1ec2effe644f44e32ac8e542f9b2b","has_concept","Concept"
"The participants agreed on the tasks and the next steps.","aa7f75b5a9940fab30fd3445f9b3cd5ef46fc58511fe87734bee57b2324d894c","has_concept","Concept"
"The participants agreed on the tasks and the next steps.","7ce08964d88f37cea7f5604099566ffcb7365a9aed5f3ffddc29e24f789056bf","has_concept","Concept"
"Suggestion for minutes to use Google Docs was made by Bart.","cc324bf5d69ff2286c0a48a30daa07fcfc8e397a33fa663e416fdb11cc56fe16","has_concept","Concept"
"Suggestion for minutes to use Google Docs was made by Bart.","b886c9fa9efe719d355df6639f7538f6428438cb27ae9084e2e0c210b8b4e1d9","has_concept","Concept"
"Suggestion for minutes to use Google Docs was made by Bart.","aa4a00fab8b1ca04fba070adfdb046f980e9808b9a84393fdde781794b2b9d07","has_concept","Concept"
"Suggestion for minutes to use Google Docs was made by Bart.","883a98857de6fe4edcff814edeaf3d239ee1a92c5401916544edf500d61c5473","has_concept","Concept"
"Suggestion for minutes to use Google Docs was made by Bart.","86b538fb342c141d2381b789d35842de1bb5a5d4fbc1c8e0c4b5266fee5858f6","has_concept","Concept"
"Phil","e9b52e83a2497e9656a7b6030ddf5175d54c4f991cacebd04f074ae42e103c3e","has_concept","Concept"
"Phil","bf0bd81d041c39fa5e3dac78cd870e2c76f9e47c825eb1fd4b2d80794cf1e094","has_concept","Concept"
"Phil","1157701535f4e651608199491d7493ae418679569f4837434cb9ee6ddcacb17d","has_concept","Concept"
"QC groups should be added to the list, including a hybrid/module assembly group.","7cd44bf556cde82357648334f3dbbbbcd7fdaad037f68d384a41f2b4314fbbf1","has_concept","Concept"
"QC groups should be added to the list, including a hybrid/module assembly group.","d7428cc6df250ced65b1c9ce7fcdc013b1451b9d476e83497b5d1e422afe85c6","has_concept","Concept"
"QC groups should be added to the list, including a hybrid/module assembly group.","1aa70037b514a74004bab904736171a73d8f311e86e55c52e86fbddf001371db","has_concept","Concept"
"QC groups should be added to the list, including a hybrid/module assembly group.","71c54d7c653d3aa2d2c9e80b5685d9adf70cd2b2f4192e61ccb19caf483addea","has_concept","Concept"
"QC groups should be added to the list, including a hybrid/module assembly group.","3e8e50b1f8c31b471ca5df9f3f5c041083f85b65bf1dfb84e6b694cca6b173bf","has_concept","Concept"
"QC groups should be added to the list, including a hybrid/module assembly group.","ca6f552b7acfed35cf7da22df4b493783a54b498794b9e45fe76532ac956590c","has_concept","Concept"
"QC groups should be added to the list, including a hybrid/module assembly group.","fe3fd2de2494022da75f3bd194a96f7ee8278b913fd0d130a8720d09184e1c57","has_concept","Concept"
"Tony","b7ace0bc7b7752f834b99d0be079c80b638e588031e85b4d11826dc812f23fff","has_concept","Concept"
"Tony","895089b308ed72472b259f038a57eb460db301730b9da4eec789b394944b8a2b","has_concept","Concept"
"Tony","e9b52e83a2497e9656a7b6030ddf5175d54c4f991cacebd04f074ae42e103c3e","has_concept","Concept"
"Hybrid crate status was discussed, with Craig suggesting doing the same on FMC-DP.","55a861eb215e87bc3c520c24478094b4ecb1c6db9c4136ff8c1b7034e9c7eb18","has_concept","Concept"
"Hybrid crate status was discussed, with Craig suggesting doing the same on FMC-DP.","aa4a00fab8b1ca04fba070adfdb046f980e9808b9a84393fdde781794b2b9d07","has_concept","Concept"
"Hybrid crate status was discussed, with Craig suggesting doing the same on FMC-DP.","cc324bf5d69ff2286c0a48a30daa07fcfc8e397a33fa663e416fdb11cc56fe16","has_concept","Concept"
"Hybrid crate status was discussed, with Craig suggesting doing the same on FMC-DP.","b886c9fa9efe719d355df6639f7538f6428438cb27ae9084e2e0c210b8b4e1d9","has_concept","Concept"
"Hybrid crate status was discussed, with Craig suggesting doing the same on FMC-DP.","785741b88b711bc12d0ac8c4406f6c05704b06d217c060f0d61d03a6398e502e","has_concept","Concept"
"Vitaliy","e9b52e83a2497e9656a7b6030ddf5175d54c4f991cacebd04f074ae42e103c3e","has_concept","Concept"
"Vitaliy","0b58efba0a9a95b5e3f9df05ced1a69809725b35c0ee1062d9a2cc4cd2108971","has_concept","Concept"
"Vitaliy","7c4c46234a0794aeed7858a77e90b3648eff198437306f5b730de42606a45e7e","has_concept","Concept"
"UV LED driver was discussed without any questions.","86b538fb342c141d2381b789d35842de1bb5a5d4fbc1c8e0c4b5266fee5858f6","has_concept","Concept"
"UV LED driver was discussed without any questions.","f315bad391c1044ed013cfe1875124d608f05c73e4d2b543d7c53c0e26b1a154","has_concept","Concept"
"UV LED driver was discussed without any questions.","31e26ff54b36852a089beec450d8b56bf440e9d6e7cdf7a65a0b60d154bcdf1b","has_concept","Concept"
"UV LED driver was discussed without any questions.","f315bad391c1044ed013cfe1875124d608f05c73e4d2b543d7c53c0e26b1a154","has_concept","Concept"
"UV LED driver was discussed without any questions.","5e26084b84a335ba55fc72dc2551effaa8c212069ea4fa45e79bde8daa3e343c","has_concept","Concept"
"UV LED driver was discussed without any questions.","9331b82186b0aa013703cd67672a8c1ea5960824495716518da742dff8003167","has_concept","Concept"
"DCDC coil order was discussed, with Barrel being happy to sign-off.","661faffcf4e7038c00313c0de9ec81ffe79cab4c92db180f20d035c65da6014c","has_concept","Concept"
"DCDC coil order was discussed, with Barrel being happy to sign-off.","b886c9fa9efe719d355df6639f7538f6428438cb27ae9084e2e0c210b8b4e1d9","has_concept","Concept"
"DCDC coil order was discussed, with Barrel being happy to sign-off.","86b538fb342c141d2381b789d35842de1bb5a5d4fbc1c8e0c4b5266fee5858f6","has_concept","Concept"
"DCDC coil order was discussed, with Barrel being happy to sign-off.","68e42a0fa446ec464b55d2b0d02ee660cf86aa373e906ea0b69408568f0cc26e","has_concept","Concept"
"Ulli","e9b52e83a2497e9656a7b6030ddf5175d54c4f991cacebd04f074ae42e103c3e","has_concept","Concept"
"Ulli","aad3b6af911a14f6e9c913d666ef41b4e481eac54d9a000915da30f30c2d2774","has_concept","Concept"
"Ulli","7c4c46234a0794aeed7858a77e90b3648eff198437306f5b730de42606a45e7e","has_concept","Concept"
"Ulli","05f97da3b0ffb6798726508655aa498572e5cd5a26b3e8871be8993a67a1c324","has_concept","Concept"
"QC steps for coil order were discussed, with Satish answering.","1a38a140964b64a9c5c27c1eae307140a9c2beb756ef666c7fbb328a1b47cde7","has_concept","Concept"
"QC steps for coil order were discussed, with Satish answering.","b886c9fa9efe719d355df6639f7538f6428438cb27ae9084e2e0c210b8b4e1d9","has_concept","Concept"
"QC steps for coil order were discussed, with Satish answering.","86b538fb342c141d2381b789d35842de1bb5a5d4fbc1c8e0c4b5266fee5858f6","has_concept","Concept"
"QC steps for coil order were discussed, with Satish answering.","117445d535fba768094091aa34514304f539f5927c3e275e5bfbeaf0ea79111c","has_concept","Concept"
"QC steps for coil order were discussed, with Satish answering.","08e948125e2418bb8a4a782a4b3b7359e84a49b100ebbacddb722c8b131c880d","has_concept","Concept"
"Email was sent around for volunteers for QC groups.","3a569e639d25c99d3a6ec20d3f6b84b04cd2e1438cf11a7bf16c154853aff8bd","has_concept","Concept"
"Email was sent around for volunteers for QC groups.","15c3ee81d822b5e76aa6b6db9fd4bc1c09e393ab5a6fe44753caef75c4a10ebc","has_concept","Concept"
"Email was sent around for volunteers for QC groups.","e67565043e9d9ff4aa8563f81a3e34cd1b825fa45883d536ec70ffa26aa5bd2a","has_concept","Concept"
"Email was sent around for volunteers for QC groups.","2065739d7ec99505810f309682781e04ec610840fd7ef77824d257f79e40ff38","has_concept","Concept"
"Email was sent around for volunteers for QC groups.","8eeb7fea7cb6a807e6822888f003f23a851bf1a5a427b87248c330ed8b00ba6c","has_concept","Concept"
"QC document for coils was assigned to Timon/Carl/Satish to write.","7cd44bf556cde82357648334f3dbbbbcd7fdaad037f68d384a41f2b4314fbbf1","has_concept","Concept"
"QC document for coils was assigned to Timon/Carl/Satish to write.","fbf12f3908e4cc20411ff1cffbf9e29f2a42a247867d78f333c7f7695674e946","has_concept","Concept"
"QC document for coils was assigned to Timon/Carl/Satish to write.","ed1525e4643634690facec469661927dfa2369d5957716107406cef72c676da0","has_concept","Concept"
"QC document for coils was assigned to Timon/Carl/Satish to write.","622ee7edbd215f360ede2f86175e98732bbc7a01e3f6c5ebc643c1de0819e7da","has_concept","Concept"
"QC document for coils was assigned to Timon/Carl/Satish to write.","33978b8cd4ea946c230ded7c098b0998f1b30f10120c1de9865300ff5ad82cfb","has_concept","Concept"
"Review office was contacted about coil ordering by Tony A.","02f22c651735f43276e521314463b2bd8039bab4563aeffd40e5c396f56d2229","has_concept","Concept"
"Review office was contacted about coil ordering by Tony A.","23831843a48c63be9f9473d47da0cbcb01715985961899a5715d7095c78f451f","has_concept","Concept"
"Review office was contacted about coil ordering by Tony A.","2065739d7ec99505810f309682781e04ec610840fd7ef77824d257f79e40ff38","has_concept","Concept"
"Review office was contacted about coil ordering by Tony A.","f0b92eeefbd422b2a946369b5c7436e0978dbc3c836b06549239ccc39550a5bd","has_concept","Concept"
"Review office was contacted about coil ordering by Tony A.","191d9fa1f24af908f5954e52e063cbf000f7630c2fdfdbad7417f8ae03b02e96","has_concept","Concept"
"Review office was contacted about coil ordering by Tony A.","02f22c651735f43276e521314463b2bd8039bab4563aeffd40e5c396f56d2229","has_concept","Concept"
"pre-production","d3c70ef1bddc341aea72cfa3df7f8886ab78cee51d9f607bd401eb44e5078721","has_concept","Concept"
"pre-production","4571faab4338f717501abab5c86b6ffd73a9e1f665840a342d58e8dbdeb2ac95","has_concept","Concept"
"pre-production","01dfaaf886507995bc2f3baaef0749b3e2995625fecc78ae4906680dfca80954","has_concept","Concept"
"pre-production","61fd53edbb3e8fd5243e46b44c43fd6d707aebfab1e004ea05d5faa44016b884","has_concept","Concept"
"documents","c523dca97ce5154485bd232d2d59bee75092753a7915f54c45159710441a263b","has_concept","Concept"
"documents","1653ac739f5afc3c92076fdef200f925927e64858c22ea03cb7631d878024910","has_concept","Concept"
"documents","846a32b3f56e5ef013d767afab679389133536cba66299ed99bc3318fdf8fa39","has_concept","Concept"
"Updates","f21b8bf7cbf142db5b83af45dec58cdc7c3f3b17d5ef30c33b39cb3f7c931be3","has_concept","Concept"
"Updates","626fb4178fba44effc5207cb54ae879e923de32046b8bbc7e39ab47f751a325f","has_concept","Concept"
"Updates","959949f912e35a31a62c759854cdb4e0ffd7381ddb485d9b120e9dc30a42b247","has_concept","Concept"
"Updates","d1f69a4bb51c294587f2ba362189d438515fa63d875186de8a9993e20886c5e0","has_concept","Concept"
"topics","49d411870e9ef5c4727f7c9ea7e5b4eddbbbf8b3d43a9af7258c9d1358a0e16b","has_concept","Concept"
"topics","36411772bacc332f98b6c8618c39511a2cc45792d760fd58e5e96b4d456ba375","has_concept","Concept"
"topics","be23cd3ec3767aef9b72d9cde963fc4a615d84d93aba9ea45948edb09126c297","has_concept","Concept"
"Instructions","0de1e9049b3e030417c1b4a7e759ea3419c77380a37f97d8cf6a0494ea6eaf55","has_concept","Concept"
"Instructions","98a5b0e259bf9a534bf2dac489ccc2386d5165cb55804646947bdafcf184b623","has_concept","Concept"
