:START_ID,:END_ID,relation,concepts,synsets,:TYPE
"US agrees with commitment to v4 and would keep baseline as v4 with a few v5 (100) for validation, Dennis doesn’t really care but is happy to stick to v4",Craig speaks in support of v4 for reasons of schedule risk and previous commitment,because,[],[],Relation
We will push back on review to stick with v4 for preproduction,"US agrees with commitment to v4 and would keep baseline as v4 with a few v5 (100) for validation, Dennis doesn’t really care but is happy to stick to v4",because,[],[],Relation
There is risk to coupling preproduction to v5 schedule and we have already committed (deliberately) to v4,We will push back on review to stick with v4 for preproduction,because,[],[],Relation
Actions NONE,BPOL v4 vs. v5 (we previously committed to v4 for preproduction but could consider v5 if schedule does not change any more,before,[],[],Relation
sion Hongbo will discuss with them to see if we can optimise the ribbing a bit more to improve planarity,sion Hongbo,is participated by,[],[],Relation
sion Hongbo will discuss with them to see if we can optimise the ribbing a bit more to improve planarity,them,is participated by,[],[],Relation
Suction cup “hole” dimensions to be updated (mistake by Craig),Craig,is participated by,[],[],Relation
Updated versions will be uploaded to EDMS for discussion,Craig,is participated by,[],[],Relation
Updated versions will be uploaded to EDMS for discussion,EDMS,is participated by,[],[],Relation
Will include discussion of specified suction cups,Craig,is participated by,[],[],Relation
Will include discussion of specified suction cups,suction cups,is participated by,[],[],Relation
"Assembly of box with threaded back-plane trickier without screw guidance, risk of sensor moving around whilst you are assembling",box,is participated by,[],[],Relation
"Assembly of box with threaded back-plane trickier without screw guidance, risk of sensor moving around whilst you are assembling",sensor,is participated by,[],[],Relation
"Assembly of box with threaded back-plane trickier without screw guidance, risk of sensor moving around whilst you are assembling",screw guidance,is participated by,[],[],Relation
Craig forgot that when assembling the box the transport frame is already screwed in place!!,Craig,is participated by,[],[],Relation
Craig forgot that when assembling the box the transport frame is already screwed in place!!,box,is participated by,[],[],Relation
Craig forgot that when assembling the box the transport frame is already screwed in place!!,transport frame,is participated by,[],[],Relation
Generally seems to make the assembly nicer,Craig,is participated by,[],[],Relation
Sticking suction cups,suction cups,is participated by,[],[],Relation
Smaller suction cups and correct sized holes do help,suction cups,is participated by,[],[],Relation
Smaller suction cups and correct sized holes do help,holes,is participated by,[],[],Relation
"From ITk week, don’t clean with isoprop, just DI water, seems isoprop makes surface stickier",ITk week,is participated by,[],[],Relation
"From ITk week, don’t clean with isoprop, just DI water, seems isoprop makes surface stickier",isoprop,is participated by,[],[],Relation
"From ITk week, don’t clean with isoprop, just DI water, seems isoprop makes surface stickier",DI water,is participated by,[],[],Relation
"From ITk week, don’t clean with isoprop, just DI water, seems isoprop makes surface stickier",surface,is participated by,[],[],Relation
"How do you use the humidity indicators and dessicant with this box, looks like bag volume and sensor volume connection can be blocked by vacuum sealing",humidity indicators,is participated by,[],[],Relation
"How do you use the humidity indicators and dessicant with this box, looks like bag volume and sensor volume connection can be blocked by vacuum sealing",dessicant,is participated by,[],[],Relation
"How do you use the humidity indicators and dessicant with this box, looks like bag volume and sensor volume connection can be blocked by vacuum sealing",box,is participated by,[],[],Relation
"How do you use the humidity indicators and dessicant with this box, looks like bag volume and sensor volume connection can be blocked by vacuum sealing",bag volume,is participated by,[],[],Relation
"How do you use the humidity indicators and dessicant with this box, looks like bag volume and sensor volume connection can be blocked by vacuum sealing",sensor volume,is participated by,[],[],Relation
"How do you use the humidity indicators and dessicant with this box, looks like bag volume and sensor volume connection can be blocked by vacuum sealing",vacuum sealing,is participated by,[],[],Relation
SCIPP looking at side pocket solution,SCIPP,is participated by,[],[],Relation
SCIPP looking at side pocket solution,side pocket,is participated by,[],[],Relation
Also N2 flushed sealing rather than vacuum could be an option,N2,is participated by,[],[],Relation
Also N2 flushed sealing rather than vacuum could be an option,vacuum,is participated by,[],[],Relation
Also N2 flushed sealing rather than vacuum could be an option,sealing,is participated by,[],[],Relation
AoB - BPOL v4 vs. v5 (we previously committed to v4 for preproduction but could consider v5 if schedule does not change any more,AoB,is participated by,[],[],Relation
AoB - BPOL v4 vs. v5 (we previously committed to v4 for preproduction but could consider v5 if schedule does not change any more,BPOL v4,is participated by,[],[],Relation
AoB - BPOL v4 vs. v5 (we previously committed to v4 for preproduction but could consider v5 if schedule does not change any more,BPOL v5,is participated by,[],[],Relation
AoB - BPOL v4 vs. v5 (we previously committed to v4 for preproduction but could consider v5 if schedule does not change any more,schedule,is participated by,[],[],Relation
Craig speaks in support of v4 for reasons of schedule risk and previous commitment,Craig,is participated by,[],[],Relation
Craig speaks in support of v4 for reasons of schedule risk and previous commitment,BPOL v4,is participated by,[],[],Relation
Craig speaks in support of v4 for reasons of schedule risk and previous commitment,schedule,is participated by,[],[],Relation
Craig speaks in support of v4 for reasons of schedule risk and previous commitment,previous commitment,is participated by,[],[],Relation
"US agrees with commitment to v4 and would keep baseline as v4 with a few v5 (100) for validation, Dennis doesn’t really care but is happy to stick to v4",US,is participated by,[],[],Relation
"US agrees with commitment to v4 and would keep baseline as v4 with a few v5 (100) for validation, Dennis doesn’t really care but is happy to stick to v4",BPOL v4,is participated by,[],[],Relation
"US agrees with commitment to v4 and would keep baseline as v4 with a few v5 (100) for validation, Dennis doesn’t really care but is happy to stick to v4",BPOL v5,is participated by,[],[],Relation
"US agrees with commitment to v4 and would keep baseline as v4 with a few v5 (100) for validation, Dennis doesn’t really care but is happy to stick to v4",Dennis,is participated by,[],[],Relation
"US agrees with commitment to v4 and would keep baseline as v4 with a few v5 (100) for validation, Dennis doesn’t really care but is happy to stick to v4",validation,is participated by,[],[],Relation
We will push back on review to stick with v4 for preproduction,we,is participated by,[],[],Relation
We will push back on review to stick with v4 for preproduction,BPOL v4,is participated by,[],[],Relation
We will push back on review to stick with v4 for preproduction,preproduction,is participated by,[],[],Relation
There is risk to coupling preproduction to v5 schedule and we have already committed (deliberately) to v4,preproduction,is participated by,[],[],Relation
There is risk to coupling preproduction to v5 schedule and we have already committed (deliberately) to v4,BPOL v5,is participated by,[],[],Relation
There is risk to coupling preproduction to v5 schedule and we have already committed (deliberately) to v4,schedule,is participated by,[],[],Relation
There is risk to coupling preproduction to v5 schedule and we have already committed (deliberately) to v4,BPOL v4,is participated by,[],[],Relation
