:START_ID,:END_ID,relation,concepts,synsets,numeric_id,:TYPE
Craig & Ingo suggested moving weighing and bonding to a later session.,Ingo,is participated by,"['host', 'feature', 'have', 'sponsor']",[],211,Relation
Karola asked about the shipping box survey.,Karola,is participated by,"['host', 'feature', 'have', 'sponsor']",[],212,Relation
Bart showed the prototype HV tab holder.,Bart,is participated by,"['host', 'feature', 'have', 'sponsor']",[],213,Relation
Vitaliy commented on the usefulness of the HV tab holder.,Vitaliy,is participated by,"['host', 'feature', 'have', 'sponsor']",[],214,Relation
Sven questioned the test coupon measurements.,Sven,is participated by,"['host', 'feature', 'have', 'sponsor']",[],215,Relation
Sven clarified the ASIC lands on test coupons.,Sven,is participated by,"['host', 'feature', 'have', 'sponsor']",[],216,Relation
Dennis confirmed the metal trace variability.,Dennis,is participated by,"['host', 'feature', 'have', 'sponsor']",[],217,Relation
Kambiz was informed about the change proposal.,Kambiz,is participated by,"['host', 'feature', 'have', 'sponsor']",[],218,Relation
Kambiz was informed about the change proposal.,Dennis,is participated by,"['host', 'feature', 'have', 'sponsor']",[],219,Relation
Sarah & Kunlin discussed mechanical endcap hybrids.,Sarah,is participated by,"['host', 'feature', 'have', 'sponsor']",[],220,Relation
Sarah & Kunlin discussed mechanical endcap hybrids.,Kunlin,is participated by,"['host', 'feature', 'have', 'sponsor']",[],221,Relation
Sarah & Kunlin discussed mechanical endcap hybrids.,Dennis,is participated by,"['host', 'feature', 'have', 'sponsor']",[],222,Relation
Dennis confirmed the core thickness.,Dennis,is participated by,"['host', 'feature', 'have', 'sponsor']",[],223,Relation
Prague wanted to order more mechanical hybrids.,Prague,is participated by,"['host', 'feature', 'have', 'sponsor']",[],224,Relation
Prague wanted to order more mechanical hybrids.,Karo,is participated by,"['host', 'feature', 'have', 'sponsor']",[],225,Relation
Jane presented the UV and polaris epoxy temperature dependence.,Jane,is participated by,"['host', 'feature', 'have', 'sponsor']",[],226,Relation
Jane commented on the stencil reliability.,Jane,is participated by,"['host', 'feature', 'have', 'sponsor']",[],227,Relation
Dennis & Marc discussed the EC HV tab jig.,Dennis,is participated by,"['host', 'feature', 'have', 'sponsor']",[],228,Relation
Dennis & Marc discussed the EC HV tab jig.,Marc,is participated by,"['host', 'feature', 'have', 'sponsor']",[],229,Relation
Dennis suggested moving all EC Tabs to 5mm longer.,Dennis,is participated by,"['host', 'feature', 'have', 'sponsor']",[],230,Relation
Forest added a talk about wire bonding.,Forest,is participated by,"['host', 'feature', 'have', 'sponsor']",[],231,Relation
Craig & Ingo were responsible for emailing ITk week presenters and uploading to indico.,Craig,is participated by,"['host', 'feature', 'have', 'sponsor']",[],232,Relation
Craig & Ingo were responsible for emailing ITk week presenters and uploading to indico.,Ingo,is participated by,"['host', 'feature', 'have', 'sponsor']",[],233,Relation
"Timon, Carl, and Satish were responsible for writing the QC document for coils.",Timon,is participated by,"['host', 'feature', 'have', 'sponsor']",[],234,Relation
"Timon, Carl, and Satish were responsible for writing the QC document for coils.",Carl,is participated by,"['host', 'feature', 'have', 'sponsor']",[],235,Relation
"Timon, Carl, and Satish were responsible for writing the QC document for coils.",Satish,is participated by,"['host', 'feature', 'have', 'sponsor']",[],236,Relation
Strip Module Meeting,actions,carried,"['moved', 'brought', 'carried', 'held', 'bore', 'transported']",[],237,Relation
HV tab bonding,update,expected,"['anticipated', 'forecasted', 'predicted', 'supposed', 'projected', 'hoped for']",[],238,Relation
Hybrid crate roll-out,update,expected,"['anticipated', 'forecasted', 'predicted', 'supposed', 'projected', 'hoped for']",[],239,Relation
Module thermal cycling roll-out,update,expected,"['anticipated', 'forecasted', 'predicted', 'supposed', 'projected', 'hoped for']",[],240,Relation
Powerboard mass tester roll-out,update,expected,"['anticipated', 'forecasted', 'predicted', 'supposed', 'projected', 'hoped for']",[],241,Relation
Barrel hybrid tendering,actions,carried,"['moved', 'brought', 'carried', 'held', 'bore', 'transported']",[],242,Relation
Barrel powerboard tendering,actions,carried,"['moved', 'brought', 'carried', 'held', 'bore', 'transported']",[],243,Relation
EC hybrid/powerboard tendering,actions,carried,"['moved', 'brought', 'carried', 'held', 'bore', 'transported']",[],244,Relation
EC tooling design/roll-out,update,expected,"['anticipated', 'forecasted', 'predicted', 'supposed', 'projected', 'hoped for']",[],245,Relation
Barrel tooling design finalisation/roll-out,update,expected,"['anticipated', 'forecasted', 'predicted', 'supposed', 'projected', 'hoped for']",[],246,Relation
DCDC coils,specs,defined,"['describe', 'specify', 'characterize', 'delineate', 'define']",[],247,Relation
QC boundaries,powerboard performance,acceptable,"['acceptable', 'tolerable', 'suitable', 'permissible', 'valid']",[],248,Relation
powerboard performance,ATLAS performance specs,led,"['guided', 'headed', 'steered', 'directed', 'managed']",[],249,Relation
wire,specs,defined,"['describe', 'specify', 'characterize', 'delineate', 'define']",[],250,Relation
samples,coils,tested,"['analyzed', 'examined', 'assessed', 'evaluated']",[],251,Relation
production,quantity,evaluated,"['reviewed', 'judged', 'assessed', 'rated', 'critiqued']",[],252,Relation
quantity,"EC 10,000",evaluated,"['reviewed', 'judged', 'assessed', 'rated', 'critiqued']",[],253,Relation
overhead,barrel,different,"['vary', 'change', 'divergence', 'contrast', 'disparity']",[],254,Relation
Barrel module frame,hybrid panel,finalised,"['completed', 'finalized', 'settled', 'finished', 'concluded']",[],255,Relation
module transport frame,clearance,okay,"['agree', 'affirm', 'confirm']",[],256,Relation
high voltage connector,single connector,kept,"['retained', 'maintained', 'kept', 'preserved', 'held']",[],257,Relation
mini display port,labelling,labelled,"['designated', 'marked', 'tagged', 'labeled', 'identified']",[],258,Relation
ribbing,transport frame,added,"['enlarged', 'increased', 'augmented']",[],259,Relation
injection moulding company,ribbing,optimised,"['perfected', 'enhanced', 'refined', 'improved', 'maximized']",[],260,Relation
The minutes of the Strip Module Meeting were taken on 11/02/20.,Actions were carried over at the meeting.,at the same time,"['happen together', 'coexist', 'overlap', 'coincide', 'synchronize']",[],261,Relation
Actions were carried over.,The responsible personnel were contacted periodically by Craig & Ingo for updates.,before,"['earlier', 'prior', 'precede', 'lead', 'precedes']",[],262,Relation
The responsible personnel were contacted periodically by Craig & Ingo for updates.,They were listed as responsible in the meeting.,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],263,Relation
The meeting was introduced by Craig & Ingo.,Nothing was reported from the introduction.,at the same time,"['happen together', 'coexist', 'overlap', 'coincide', 'synchronize']",[],264,Relation
Nothing was reported from the introduction.,Satish discussed the DCDC coils.,at the same time,"['happen together', 'coexist', 'overlap', 'coincide', 'synchronize']",[],265,Relation
Satish discussed the DCDC coils.,The QC boundaries of the coils were questioned from a powerboard performance point of view.,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],266,Relation
The QC boundaries of the coils were questioned from a powerboard performance point of view.,The specs defined for the coils were not led by ATLAS performance specs.,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],267,Relation
The specs defined for the coils were not led by ATLAS performance specs.,The specs were defined more by what is possible with available wire.,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],268,Relation
10 samples from each 1/50 of production were tested.,Satish questioned the QC boundaries of the coils.,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],269,Relation
500 coils in total were planned to be tested.,10 samples from each 1/50 of production were tested.,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],270,Relation
"The quantity of coils was evaluated by EC 10,000.",The risk of yield numbers changing slightly was considered.,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],271,Relation
"The quantity of coils was evaluated by EC 10,000.","16,000 for barrel makes sense to Dennis but looks like overhead is slightly different.",at the same time,"['happen together', 'coexist', 'overlap', 'coincide', 'synchronize']",[],272,Relation
"The quantity of coils was evaluated by EC 10,000.",The risk of yield numbers changing slightly is why typically PRR is the point that large numbers get bought.,at the same time,"['happen together', 'coexist', 'overlap', 'coincide', 'synchronize']",[],273,Relation
The risk of yield numbers changing slightly is why typically PRR is the point that large numbers get bought.,It is an understood risk to buy everything now.,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],274,Relation
The status of powerboard test crate was discussed.,The introduction by Craig & Ingo was completed.,after,"['later', 'afterwards', 'next', 'afterward', 'follow']",[],275,Relation
The barrel module frame and hybrid panel finalisation was discussed.,Clearance on module transport frame for RFID was questioned.,at the same time,"['happen together', 'coexist', 'overlap', 'coincide', 'synchronize']",[],276,Relation
Clearance on module transport frame for RFID was questioned.,The clearance was potentially at risk.,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],277,Relation
The module transport frame for RFID should be okay.,Clearance was questioned on the module transport frame for RFID.,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],278,Relation
Craig and Ash will iterate to make sure everything fits together.,The clearance on module transport frame for RFID was questioned.,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],279,Relation
It could be tricky to keep track of all the diodes when placing the sensor/module in the frame.,The diodes need to be placed carefully in the frame.,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],280,Relation
Removing the diodes along one side or the other could be an option.,It could be tricky to keep track of all the diodes when placing the sensor/module in the frame.,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],281,Relation
Gerrit likes the security of all 4 sides.,He prefers to keep the diodes on all four sides of the frame.,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],282,Relation
The high voltage connector could be changed to be on a separate connector.,It could improve safety and compatibility.,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],283,Relation
The pros of keeping the single connector were discussed.,The high voltage connector could be changed to be on a separate connector.,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],284,Relation
The cons of keeping the single connector were discussed.,The high voltage connector could be changed to be on a separate connector.,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],285,Relation
Labels for the mini display port were provided on the transport frames.,Labels to be included on the PCB silk screen in case of running without transport frame in place.,at the same time,"['happen together', 'coexist', 'overlap', 'coincide', 'synchronize']",[],286,Relation
Ribbing was added to the barrel transport frame.,The injection moulding company optimised the ribbing.,before,"['earlier', 'prior', 'precede', 'lead', 'precedes']",[],287,Relation
Craig & Ingo gave an introduction for the meeting.,Craig,is participated by,"['host', 'feature', 'have', 'sponsor']",[],288,Relation
Craig & Ingo gave an introduction for the meeting.,Ingo,is participated by,"['host', 'feature', 'have', 'sponsor']",[],289,Relation
Satish discussed the DCDC coils.,Satish,is participated by,"['host', 'feature', 'have', 'sponsor']",[],290,Relation
The quantity of DCDC coils was evaluated.,EC,is participated by,"['host', 'feature', 'have', 'sponsor']",[],291,Relation
The quantity of DCDC coils was evaluated.,production management,is participated by,"['host', 'feature', 'have', 'sponsor']",[],292,Relation
Christian gave a status update on the powerboard test crate.,Christian,is participated by,"['host', 'feature', 'have', 'sponsor']",[],293,Relation
Sven discussed the barrel module frame and hybrid panel finalisation.,Sven,is participated by,"['host', 'feature', 'have', 'sponsor']",[],294,Relation
The high voltage connector for the barrel module frame and hybrid panel was discussed.,Sven,is participated by,"['host', 'feature', 'have', 'sponsor']",[],295,Relation
The high voltage connector for the barrel module frame and hybrid panel was discussed.,Craig,is participated by,"['host', 'feature', 'have', 'sponsor']",[],296,Relation
The high voltage connector for the barrel module frame and hybrid panel was discussed.,Ash,is participated by,"['host', 'feature', 'have', 'sponsor']",[],297,Relation
The high voltage connector for the barrel module frame and hybrid panel was discussed.,Gerrit,is participated by,"['host', 'feature', 'have', 'sponsor']",[],298,Relation
The mini display port labelling for the barrel module frame and hybrid panel was discussed.,Sven,is participated by,"['host', 'feature', 'have', 'sponsor']",[],299,Relation
The mini display port labelling for the barrel module frame and hybrid panel was discussed.,Craig,is participated by,"['host', 'feature', 'have', 'sponsor']",[],300,Relation
The mini display port labelling for the barrel module frame and hybrid panel was discussed.,Ash,is participated by,"['host', 'feature', 'have', 'sponsor']",[],301,Relation
The mini display port labelling for the barrel module frame and hybrid panel was discussed.,Gerrit,is participated by,"['host', 'feature', 'have', 'sponsor']",[],302,Relation
Gerrit discussed the barrel transport frame.,Gerrit,is participated by,"['host', 'feature', 'have', 'sponsor']",[],303,Relation
The ribbing on the barrel transport frame was optimised.,injection moulding company,is participated by,"['host', 'feature', 'have', 'sponsor']",[],304,Relation
The risk of yield numbers changing slightly was discussed.,Dennis,is participated by,"['host', 'feature', 'have', 'sponsor']",[],305,Relation
The risk of yield numbers changing slightly was discussed.,production management,is participated by,"['host', 'feature', 'have', 'sponsor']",[],306,Relation
The ATLAS performance specs were mentioned.,ATLAS,is participated by,"['host', 'feature', 'have', 'sponsor']",[],307,Relation
The quantity of samples for testing was discussed.,Satish,is participated by,"['host', 'feature', 'have', 'sponsor']",[],308,Relation
The quantity of samples for testing was discussed.,EC,is participated by,"['host', 'feature', 'have', 'sponsor']",[],309,Relation
The powerboard performance was discussed.,Satish,is participated by,"['host', 'feature', 'have', 'sponsor']",[],310,Relation
The QC boundaries for the DCDC coils were discussed.,Satish,is participated by,"['host', 'feature', 'have', 'sponsor']",[],311,Relation
The people listed as responsible will be contacted periodically.,Craig,is participated by,"['host', 'feature', 'have', 'sponsor']",[],312,Relation
The people listed as responsible will be contacted periodically.,Ingo,is participated by,"['host', 'feature', 'have', 'sponsor']",[],313,Relation
The action items for the meeting were listed.,Craig,is participated by,"['host', 'feature', 'have', 'sponsor']",[],314,Relation
The action items for the meeting were listed.,Ingo,is participated by,"['host', 'feature', 'have', 'sponsor']",[],315,Relation
Craig,transport frame,forgot,"['forget', 'overlook', 'lose track', 'neglect', 'misremember']",[],316,Relation
suction cups,assembly,help,"['assist', 'relieve', 'aid', 'support', 'lend a hand']",[],317,Relation
suction cups,surface,stick,"['adhere', 'cling', 'stick', 'attach', 'join', 'bond']",[],318,Relation
DI water,surface,makes,"['create', 'manufactures', 'generates', 'produces']",[],319,Relation
isoprop,surface,makes,"['create', 'manufactures', 'generates', 'produces']",[],320,Relation
humidity indicators,box,use,"['employ', 'utilize', 'apply', 'adopt']",[],321,Relation
dessicant,box,use,"['employ', 'utilize', 'apply', 'adopt']",[],322,Relation
BPOL v4,BPOL v5,consider,"['think', 'ponder', 'regard', 'analyze', 'view']",[],323,Relation
BPOL v4,preproduction,commit,"['pledge', 'bind', 'promise', 'vow', 'obligate']",[],324,Relation
BPOL v5,BPOL v4,validate,"['authenticate', 'confirm', 'prove', 'verify', 'endorse']",[],325,Relation
Craig,BPOL v4,speak,"['utter', 'verbalize', 'express', 'communicate', 'enunciate']",[],326,Relation
US,BPOL v4,agree,"['comply', 'assent', 'concur', 'consent']",[],327,Relation
Dennis,BPOL v4,care,"['concern', 'protect', 'worry', 'nurture', 'look after']",[],328,Relation
Sion Hongbo will discuss with them to see if we can optimise the ribbing a bit more to improve planarity,Suction cup “hole” dimensions to be updated (mistake by Craig),because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],329,Relation
Updated versions will be uploaded to EDMS for discussion,Suction cup “hole” dimensions to be updated (mistake by Craig),after,"['later', 'afterwards', 'next', 'afterward', 'follow']",[],330,Relation
Will include discussion of specified suction cups,Updated versions will be uploaded to EDMS for discussion,at the same time,"['happen together', 'coexist', 'overlap', 'coincide', 'synchronize']",[],331,Relation
"Assembly of box with threaded back-plane trickier without screw guidance, risk of sensor moving around whilst you are assembling",Craig forgot that when assembling the box the transport frame is already screwed in place!!,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],332,Relation
Generally seems to make the assembly nicer,Sticking suction cups,as a result,"['yield', 'outcome', 'consequence', 'effect', 'result', 'lead', 'follow']",[],333,Relation
Sticking suction cups,Smaller suction cups and correct sized holes do help,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],334,Relation
Need to investigate the other materials available,Sticking suction cups,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],335,Relation
"From ITk week, don’t clean with isoprop, just DI water, seems isoprop makes surface stickier",Need to investigate the other materials available,at the same time,"['happen together', 'coexist', 'overlap', 'coincide', 'synchronize']",[],336,Relation
"How do you use the humidity indicators and dessicant with this box, looks like bag volume and sensor volume connection can be blocked by vacuum sealing","From ITk week, don’t clean with isoprop, just DI water, seems isoprop makes surface stickier",at the same time,"['happen together', 'coexist', 'overlap', 'coincide', 'synchronize']",[],337,Relation
SCIPP looking at side pocket solution,"How do you use the humidity indicators and dessicant with this box, looks like bag volume and sensor volume connection can be blocked by vacuum sealing",because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],338,Relation
Also N2 flushed sealing rather than vacuum could be an option,"How do you use the humidity indicators and dessicant with this box, looks like bag volume and sensor volume connection can be blocked by vacuum sealing",because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],339,Relation
BPOL v4 vs. v5 (we previously committed to v4 for preproduction but could consider v5 if schedule does not change any more,Craig speaks in support of v4 for reasons of schedule risk and previous commitment,after,"['later', 'afterwards', 'next', 'afterward', 'follow']",[],340,Relation
Craig speaks in support of v4 for reasons of schedule risk and previous commitment,BPOL v4 vs. v5 (we previously committed to v4 for preproduction but could consider v5 if schedule does not change any more,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],341,Relation
"US agrees with commitment to v4 and would keep baseline as v4 with a few v5 (100) for validation, Dennis doesn’t really care but is happy to stick to v4",Craig speaks in support of v4 for reasons of schedule risk and previous commitment,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],342,Relation
We will push back on review to stick with v4 for preproduction,"US agrees with commitment to v4 and would keep baseline as v4 with a few v5 (100) for validation, Dennis doesn’t really care but is happy to stick to v4",because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],343,Relation
There is risk to coupling preproduction to v5 schedule and we have already committed (deliberately) to v4,We will push back on review to stick with v4 for preproduction,because,"['owing to', 'thanks to', 'as a result of', 'due to']",[],344,Relation
Actions NONE,BPOL v4 vs. v5 (we previously committed to v4 for preproduction but could consider v5 if schedule does not change any more,before,"['earlier', 'prior', 'precede', 'lead', 'precedes']",[],345,Relation
sion Hongbo will discuss with them to see if we can optimise the ribbing a bit more to improve planarity,sion Hongbo,is participated by,"['host', 'feature', 'have', 'sponsor']",[],346,Relation
sion Hongbo will discuss with them to see if we can optimise the ribbing a bit more to improve planarity,them,is participated by,"['host', 'feature', 'have', 'sponsor']",[],347,Relation
Suction cup “hole” dimensions to be updated (mistake by Craig),Craig,is participated by,"['host', 'feature', 'have', 'sponsor']",[],348,Relation
Updated versions will be uploaded to EDMS for discussion,Craig,is participated by,"['host', 'feature', 'have', 'sponsor']",[],349,Relation
Updated versions will be uploaded to EDMS for discussion,EDMS,is participated by,"['host', 'feature', 'have', 'sponsor']",[],350,Relation
Will include discussion of specified suction cups,Craig,is participated by,"['host', 'feature', 'have', 'sponsor']",[],351,Relation
Will include discussion of specified suction cups,suction cups,is participated by,"['host', 'feature', 'have', 'sponsor']",[],352,Relation
"Assembly of box with threaded back-plane trickier without screw guidance, risk of sensor moving around whilst you are assembling",box,is participated by,"['host', 'feature', 'have', 'sponsor']",[],353,Relation
"Assembly of box with threaded back-plane trickier without screw guidance, risk of sensor moving around whilst you are assembling",sensor,is participated by,"['host', 'feature', 'have', 'sponsor']",[],354,Relation
"Assembly of box with threaded back-plane trickier without screw guidance, risk of sensor moving around whilst you are assembling",screw guidance,is participated by,"['host', 'feature', 'have', 'sponsor']",[],355,Relation
Craig forgot that when assembling the box the transport frame is already screwed in place!!,Craig,is participated by,"['host', 'feature', 'have', 'sponsor']",[],356,Relation
Craig forgot that when assembling the box the transport frame is already screwed in place!!,box,is participated by,"['host', 'feature', 'have', 'sponsor']",[],357,Relation
Craig forgot that when assembling the box the transport frame is already screwed in place!!,transport frame,is participated by,"['host', 'feature', 'have', 'sponsor']",[],358,Relation
Generally seems to make the assembly nicer,Craig,is participated by,"['host', 'feature', 'have', 'sponsor']",[],359,Relation
Sticking suction cups,suction cups,is participated by,"['host', 'feature', 'have', 'sponsor']",[],360,Relation
Smaller suction cups and correct sized holes do help,suction cups,is participated by,"['host', 'feature', 'have', 'sponsor']",[],361,Relation
Smaller suction cups and correct sized holes do help,holes,is participated by,"['host', 'feature', 'have', 'sponsor']",[],362,Relation
"From ITk week, don’t clean with isoprop, just DI water, seems isoprop makes surface stickier",ITk week,is participated by,"['host', 'feature', 'have', 'sponsor']",[],363,Relation
"From ITk week, don’t clean with isoprop, just DI water, seems isoprop makes surface stickier",isoprop,is participated by,"['host', 'feature', 'have', 'sponsor']",[],364,Relation
"From ITk week, don’t clean with isoprop, just DI water, seems isoprop makes surface stickier",DI water,is participated by,"['host', 'feature', 'have', 'sponsor']",[],365,Relation
"From ITk week, don’t clean with isoprop, just DI water, seems isoprop makes surface stickier",surface,is participated by,"['host', 'feature', 'have', 'sponsor']",[],366,Relation
"How do you use the humidity indicators and dessicant with this box, looks like bag volume and sensor volume connection can be blocked by vacuum sealing",humidity indicators,is participated by,"['host', 'feature', 'have', 'sponsor']",[],367,Relation
"How do you use the humidity indicators and dessicant with this box, looks like bag volume and sensor volume connection can be blocked by vacuum sealing",dessicant,is participated by,"['host', 'feature', 'have', 'sponsor']",[],368,Relation
"How do you use the humidity indicators and dessicant with this box, looks like bag volume and sensor volume connection can be blocked by vacuum sealing",box,is participated by,"['host', 'feature', 'have', 'sponsor']",[],369,Relation
"How do you use the humidity indicators and dessicant with this box, looks like bag volume and sensor volume connection can be blocked by vacuum sealing",bag volume,is participated by,"['host', 'feature', 'have', 'sponsor']",[],370,Relation
"How do you use the humidity indicators and dessicant with this box, looks like bag volume and sensor volume connection can be blocked by vacuum sealing",sensor volume,is participated by,"['host', 'feature', 'have', 'sponsor']",[],371,Relation
"How do you use the humidity indicators and dessicant with this box, looks like bag volume and sensor volume connection can be blocked by vacuum sealing",vacuum sealing,is participated by,"['host', 'feature', 'have', 'sponsor']",[],372,Relation
SCIPP looking at side pocket solution,SCIPP,is participated by,"['host', 'feature', 'have', 'sponsor']",[],373,Relation
SCIPP looking at side pocket solution,side pocket,is participated by,"['host', 'feature', 'have', 'sponsor']",[],374,Relation
Also N2 flushed sealing rather than vacuum could be an option,N2,is participated by,"['host', 'feature', 'have', 'sponsor']",[],375,Relation
Also N2 flushed sealing rather than vacuum could be an option,vacuum,is participated by,"['host', 'feature', 'have', 'sponsor']",[],376,Relation
Also N2 flushed sealing rather than vacuum could be an option,sealing,is participated by,"['host', 'feature', 'have', 'sponsor']",[],377,Relation
AoB - BPOL v4 vs. v5 (we previously committed to v4 for preproduction but could consider v5 if schedule does not change any more,AoB,is participated by,"['host', 'feature', 'have', 'sponsor']",[],378,Relation
AoB - BPOL v4 vs. v5 (we previously committed to v4 for preproduction but could consider v5 if schedule does not change any more,BPOL v4,is participated by,"['host', 'feature', 'have', 'sponsor']",[],379,Relation
AoB - BPOL v4 vs. v5 (we previously committed to v4 for preproduction but could consider v5 if schedule does not change any more,BPOL v5,is participated by,"['host', 'feature', 'have', 'sponsor']",[],380,Relation
AoB - BPOL v4 vs. v5 (we previously committed to v4 for preproduction but could consider v5 if schedule does not change any more,schedule,is participated by,"['host', 'feature', 'have', 'sponsor']",[],381,Relation
Craig speaks in support of v4 for reasons of schedule risk and previous commitment,Craig,is participated by,"['host', 'feature', 'have', 'sponsor']",[],382,Relation
Craig speaks in support of v4 for reasons of schedule risk and previous commitment,BPOL v4,is participated by,"['host', 'feature', 'have', 'sponsor']",[],383,Relation
Craig speaks in support of v4 for reasons of schedule risk and previous commitment,schedule,is participated by,"['host', 'feature', 'have', 'sponsor']",[],384,Relation
Craig speaks in support of v4 for reasons of schedule risk and previous commitment,previous commitment,is participated by,"['host', 'feature', 'have', 'sponsor']",[],385,Relation
"US agrees with commitment to v4 and would keep baseline as v4 with a few v5 (100) for validation, Dennis doesn’t really care but is happy to stick to v4",US,is participated by,"['host', 'feature', 'have', 'sponsor']",[],386,Relation
"US agrees with commitment to v4 and would keep baseline as v4 with a few v5 (100) for validation, Dennis doesn’t really care but is happy to stick to v4",BPOL v4,is participated by,"['host', 'feature', 'have', 'sponsor']",[],387,Relation
"US agrees with commitment to v4 and would keep baseline as v4 with a few v5 (100) for validation, Dennis doesn’t really care but is happy to stick to v4",BPOL v5,is participated by,"['host', 'feature', 'have', 'sponsor']",[],388,Relation
"US agrees with commitment to v4 and would keep baseline as v4 with a few v5 (100) for validation, Dennis doesn’t really care but is happy to stick to v4",Dennis,is participated by,"['host', 'feature', 'have', 'sponsor']",[],389,Relation
"US agrees with commitment to v4 and would keep baseline as v4 with a few v5 (100) for validation, Dennis doesn’t really care but is happy to stick to v4",validation,is participated by,"['host', 'feature', 'have', 'sponsor']",[],390,Relation
We will push back on review to stick with v4 for preproduction,we,is participated by,"['host', 'feature', 'have', 'sponsor']",[],391,Relation
We will push back on review to stick with v4 for preproduction,BPOL v4,is participated by,"['host', 'feature', 'have', 'sponsor']",[],392,Relation
We will push back on review to stick with v4 for preproduction,preproduction,is participated by,"['host', 'feature', 'have', 'sponsor']",[],393,Relation
There is risk to coupling preproduction to v5 schedule and we have already committed (deliberately) to v4,preproduction,is participated by,"['host', 'feature', 'have', 'sponsor']",[],394,Relation
There is risk to coupling preproduction to v5 schedule and we have already committed (deliberately) to v4,BPOL v5,is participated by,"['host', 'feature', 'have', 'sponsor']",[],395,Relation
There is risk to coupling preproduction to v5 schedule and we have already committed (deliberately) to v4,schedule,is participated by,"['host', 'feature', 'have', 'sponsor']",[],396,Relation
There is risk to coupling preproduction to v5 schedule and we have already committed (deliberately) to v4,BPOL v4,is participated by,"['host', 'feature', 'have', 'sponsor']",[],397,Relation
